"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"381","Gavin Sheets",SD,"1B30","336","397","374.4","20.8","+21"
"382","Payton Tolle",BOS,"SP,RP11","306","541","376.2","88.3","+40"
"383","Parker Meadows",DET,"OF77","266","505","378.4","78.5","+42"
"384","Jose A. Ferrer",SEA,"RP39","274","453","380.2","71.7","+62"
"385","Moises Ballesteros",CHC,"C27","272","509","381.6","78.3","+14"
"386","Willi Castro",COL,"2B30","227","452","383.4","66.7","-75"
"387","Jorge Soler",LAA,"OF78","324","412","383.6","30.9","+73"
"388","Jeffrey Springs",ATH,"SP112","323","445","386.2","51.4","-24"
"389","Michael McGreevy",STL,"SP113","355","468","388.2","40.8","+75"
"390","Dustin May",STL,"SP114","333","422","390.2","32.3","+47"
"391","Victor Vodnik",COL,"RP40","289","450","390.4","31.2","+37"
"392","Victor Robles",SEA,"OF79","332","479","391.6","49.5","-8"
"393","Landen Roupp",SF,"SP115","369","443","397.2","26.8","+100"
"394","Jordan Leasure",CWS,"RP41","310","405","360.5","39.3","-50"
"395","Garrett Cleavinger",TB,"RP42","257","414","361.3","62.4","+82"
"396","Joey Ortiz",MIL,"SS29","269","488","398.8","75.5","+54"
"397","Ha-Seong Kim",ATL,"SS30","303","533","399.6","98.4","-37"
"398","Andrew Benintendi",CWS,"OF80","304","462","400.4","52.7","+7"
"399","Jared Jones",PIT,"SP116","269","424","400.8","16.6","-21"
"400","Simeon Woods Richardson",MIN,"SP117","287","580","407.4","96.8","+18"
"401","Cristian Javier",HOU,"SP118","340","593","415.2","91.1","-7"
"402","Romy Gonzalez",BOS,"2B31","285","464","371.8","67.5","+38"
"403","Nolan Gorman",STL,"2B32","342","479","407.0","44.7","+27"
"404","Carlos Narvaez",BOS,"C28","348","390","371.8","18.3","-74"
"405","Luis Gil",NYY,"SP119","371","470","409.2","32.8","-125"
"406","Matthew Liberatore",STL,"SP120","329","493","409.4","65.8","+38"
"407","Jared Triolo",PIT,"2B33","341","460","411.8","47.2","+58"
"408","Trevor Larnach",MIN,"OF81","375","449","411.8","24.1","+18"
"409","Jonathan India",KC,"2B34","332","451","412.8","43.4","-62"
"410","Freddy Fermin",SD,"C29","368","410","382.8","16.4","+35"
"411","Paul Goldschmidt",NYY,"1B31","338","514","419.0","62.7","+37"
"412","Colt Emerson",SEA,"SS31","300","852","480.8","192.6","+17"
"413","Sean Murphy",ATL,"C30","346","443","390.3","43.3","-36"
"414","Matt Brash",SEA,"RP43","314","434","391.5","46.2","-2"
"415","Zach McKinstry",DET,"3B25","362","448","391.8","33.7","-96"
"416","Garrett Whitlock",BOS,"RP44","274","393","344.7","51.1","-90"
"417","Luke Weaver",NYM,"RP45","345","460","395.5","41.4","-71"
"418","Slade Cecconi",CLE,"SP121","389","488","426.6","33.8","+21"
"419","Ryan McMahon",NYY,"3B26","387","475","427.2","29.0","-86"
"420","Josh Smith",TEX,"SS32","361","428","397.3","23.9","-78"
"421","Camilo Doval",NYY,"RP46","382","450","408.5","25.7","-60"
"422","Tony Santillan",CIN,"RP47","320","476","410.5","59.9","-37"
"423","Johan Oviedo",BOS,"SP122","341","486","411.3","64.0","+8"
"424","Michael Soroka",ARI,"SP,RP12","391","453","412.8","24.7","-16"
"425","Taj Bradley",MIN,"SP123","350","455","413.0","42.9","+26"
"426","Victor Caratini",MIN,"C31","378","440","413.5","25.4","+55"
"427","Kristian Campbell",BOS,"2B35","403","1244","579.6","332.3","+35"
"428","Jake Meyers",HOU,"OF82","371","494","413.8","49.0","+55"
"429","Mike Yastrzemski",ATL,"OF83","391","469","414.3","31.8","-28"
"430","Max Meyer",MIA,"SP124","404","512","444.6","42.7","+37"
"431","Sung-Mun Song",SD,"2B36","398","989","534.6","228.3","+99"
"432","Adrian Morejon",SD,"RP48","293","455","386.3","68.4","-75"
"433","Thomas White",MIA,"SP125","383","682","480.0","106.3","-24"
"434","Jhostynxon Garcia",PIT,"OF84","276","817","502.8","210.8","+178"
"435","Nick Gonzales",PIT,"2B37","365","531","454.4","58.5","+151"
"436","Jacob Melton",TB,"OF85","350","1280","601.0","343.8","+61"
"437","Christian Moore",LAA,"2B38","359","472","432.8","43.6","-18"
"438","Triston Casas",BOS,"1B32","389","1210","600.0","352.3","+18"
"439","Ronny Henriquez",MIA,"RP49","319","521","399.0","87.7","+43"
"440","Kevin Ginkel",ARI,"RP50","286","513","400.0","92.7","+63"
"441","Spencer Arrighetti",HOU,"SP126","352","636","460.3","109.9","-49"
"442","Harry Ford",WSH,"C32","390","589","449.8","80.8","-9"
"443","Andrew Kittredge",BAL,"RP51","300","519","403.7","89.8","-23"
"444","Lucas Giolito",FA,"SP127","377","564","445.8","70.6","-81"
"445","Tyler Wells",BAL,"SP128","409","490","443.0","29.4","+41"
"446","Matt Strahm",KC,"RP52","297","475","408.7","79.4","-67"
"447","Dean Kremer",BAL,"SP129","401","538","443.5","55.0","-59"
"448","Braxton Garrett",MIA,"SP130","351","530","412.3","83.2","+144"
"449","Wenceel Perez",DET,"CF4","355","455","418.0","44.8","-14"
"450","Matt Svanson",STL,"RP53","398","445","419.3","19.4","-8"
"451","Patrick Bailey",SF,"C33","398","442","419.7","18.0","-15"
"452","Lucas Erceg",KC,"RP54","380","535","456.3","57.8","+61"
"453","Gabriel Arias",CLE,"2B39","421","477","456.5","21.2","+148"
"454","Zack Littell",FA,"SP131","404","457","427.0","22.2","-61"
"455","Gabe Speier",SEA,"RP55","318","523","427.3","84.3","+23"
"456","Miguel Andujar",SD,"OF86","387","588","469.3","78.4","+63"
"457","Phil Maton",CHC,"RP56","348","547","432.3","84.0","-47"
"458","Tyler Rogers",TOR,"RP57","408","601","477.3","76.1","-100"
"459","Cole Sands",MIN,"SP,RP13","396","497","436.7","43.5","+75"
"460","Tyler O'Neill",BAL,"OF87","424","449","436.7","10.2","-86"
"461","Javier Baez",DET,"SS33","420","820","533.0","166.7","-91"
"462","Jacob Latz",TEX,"SP,RP14","319","631","487.3","111.0","-10"
"463","Brad Keller",PHI,"RP58","410","462","441.3","22.5","-29"
"464","Hyeseong Kim",LAD,"2B40","425","1233","640.0","342.9","-47"
"465","Danny Jansen",TEX,"C34","399","503","444.7","43.4","+90"
"466","Hunter Harvey",CHC,"RP59","357","551","449.0","79.5","+118"
"467","Luis Rengifo",MIL,"2B41","426","477","448.7","21.2","+54"
"468","Lane Thomas",KC,"OF88","427","485","449.0","25.7","+19"
"469","Yimi Garcia",TOR,"RP60","403","726","513.0","150.6","+114"
"470","Calvin Faucher",MIA,"RP61","365","515","454.7","64.7","+40"
"471","Luisangel Acuna",CWS,"2B42","348","704","508.0","147.6","+3"
"472","Justin Sterner",ATH,"RP62","391","556","459.3","70.3","-34"
"473","Keibert Ruiz",WSH,"C35","416","526","458.3","48.4","+16"
"474","Taylor Rogers",MIN,"RP63","400","430","415.0","15.0","+95"
"475","Orion Kerkering",PHI,"RP64","319","683","505.3","148.7","+73"
"476","Shawn Armstrong",CLE,"RP65","393","587","475.7","81.8","-65"
"477","Brayan Rocchio",CLE,"SS34","412","500","463.3","37.4","+96"
"478","Corbin Burnes",ARI,"SP132","384","524","463.7","58.8","-112"
"479","Tyler Holton",DET,"SP,RP15","352","492","422.0","70.0","-83"
"480","Ke'Bryan Hayes",CIN,"3B27","399","599","483.0","84.7","-19"
"481","Denzel Clarke",ATH,"OF89","428","552","488.0","47.9","+9"
"482","Louis Varland",TOR,"RP66","384","581","478.3","80.6","+33"
"483","Chris Martin",TEX,"RP67","389","473","431.0","42.0","+231"
"484","Alex Vesia",LAD,"RP68","316","696","506.0","190.0","-108"
"485","Kody Clemens",MIN,"1B33","430","683","516.3","117.9","-22"
"486","CJ Kayfus",CLE,"1B34","431","551","492.8","42.5","-45"
"487","Jake McCarthy",COL,"OF90","422","642","505.3","97.4","+88"
"488","Jose Alvarado",PHI,"RP69","327","648","487.5","160.5","+29"
"489","Christopher Morel",MIA,"LF2","432","604","508.3","63.4","+146"
"490","Aidan Miller",PHI,"SS35","438","1385","758.7","442.9","-11"
"491","Alexis Diaz",TEX,"RP70","423","700","535.0","102.6","+77"
"492","Dylan Lee",ATL,"RP71","349","720","534.5","185.5","-4"
"493","Grant Holmes",ATL,"SP133","439","531","499.3","35.8","-36"
"494","Tyler Freeman",COL,"2B43","442","573","492.7","57.5","+17"
"495","Mick Abel",MIN,"SP134","447","818","574.3","172.4","+57"
"496","A.J. Minter",NYM,"RP72","359","359","359.0","0.0","+81"
"497","Joe Boyle",TB,"SP,RP16","444","561","490.7","50.6","+11"
"498","Carson Williams",TB,"SS36","460","509","486.7","20.2","-25"
"499","Adrian Houser",SF,"SP135","424","680","531.0","108.7","+3"
"500","Jared Koenig",MIL,"RP73","368","368","368.0","0.0","+46"
"501","Pavin Smith",ARI,"1B35","424","559","491.7","55.1","+19"
"502","Ben Joyce",LAA,"RP74","429","529","488.7","43.0","+37"
"503","Brady House",WSH,"3B28","392","553","491.3","70.9","+37"
"504","Kumar Rocker",TEX,"SP136","427","544","504.5","45.6","+49"
"505","Kutter Crawford",BOS,"SP137","435","604","508.7","70.7","+102"
"506","Fernando Cruz",NYY,"RP75","376","639","507.5","131.5","-8"
"507","Hogan Harris",ATH,"RP76","403","591","505.7","77.7","+157"
"508","Joshua Baez",STL,"OF91","437","489","463.0","26.0","+86"
"509","Dalton Rushing",LAD,"C36","456","774","567.0","146.5","-4"
"510","Colby Thomas",ATH,"OF92","416","743","557.0","137.2","+133"
"511","Brooks Baldwin",CWS,"2B44","461","564","497.3","47.2","-19"
"512","Hunter Gaddis",CLE,"RP77","386","676","548.0","120.8","-117"
"513","Foster Griffin",WSH,"RP78","394","578","504.0","79.3","+123"
"514","Miguel Amaya",CHC,"C37","426","550","495.3","51.7","-67"
"515","Lourdes Gurriel Jr.",ARI,"OF93","463","542","497.0","33.2","+32"
"516","Zach Cole",HOU,"OF94","471","599","514.0","60.1","-20"
"517","Bryan King",HOU,"RP79","396","396","396.0","0.0","-63"
"518","Kyle Higashioka",TEX,"C38","433","565","503.0","54.2","-65"
"519","Brandon Sproat",MIL,"SP138","440","585","511.3","59.2","+9"
"520","Caleb Thielbar",CHC,"RP80","402","402","402.0","0.0","+89"
"521","Travis Bazzana",CLE,"2B45","411","1223","725.0","356.1","-22"
"522","Gavin Lux",TB,"2B46","459","685","545.7","99.5","+16"
"523","Griffin Conine",MIA,"OF95","426","744","565.7","132.7","+26"
"524","Nathan Lukes",TOR,"OF96","476","582","512.3","49.3","-18"
"525","Ryan Weiss",HOU,"SP139","409","617","533.3","89.7","+161"
"526","Joc Pederson",TEX,"DH4","409","611","537.3","91.1","+141"
"527","Alek Thomas",ARI,"OF97","439","589","516.3","61.3","+64"
"528","Walker Jenkins",MIN,"OF98","465","1368","777.3","417.9","+1"
"529","Jordan Romano",LAA,"RP81","448","536","504.7","40.1","+133"
"530","Eduard Bazardo",SEA,"RP82","419","419","419.0","0.0","+368"
"531","Joe Mack",MIA,"C39","441","746","571.0","128.5","-82"
"532","Ben Brown",CHC,"SP,RP17","468","533","505.3","27.4","+39"
"533","Zack Gelof",ATH,"2B47","469","1255","741.3","363.4","-106"
"534","Max Clark",DET,"OF99","436","534","485.0","49.0","+111"
"535","Gregory Soto",PIT,"RP83","480","600","523.3","54.4","+41"
"536","Rhys Hoskins",FA,"1B36","471","537","506.3","27.1","+49"
"537","Troy Johnston",COL,"1B37","466","931","634.7","210.2","+71"
"538","Aaron Ashby",MIL,"RP84","453","597","524.0","58.8","+22"
"539","Jason Adam",SD,"RP85","429","641","535.0","106.0","-157"
"540","Jonah Heim",ATL,"C40","433","769","584.8","120.0","+94"
"541","Adrian Del Castillo",ARI,"C41","434","1175","752.7","311.3","+151"
"542","Brooks Raley",NYM,"RP86","436","734","585.0","149.0","-47"
"543","Max Scherzer",FA,"SP140","483","571","518.3","38.0","-12"
"544","Lance McCullers Jr.",HOU,"SP141","447","912","633.3","200.8","+177"
"545","Bennett Sousa",HOU,"RP87","441","441","441.0","0.0","-51"
"546","Robert Gasser",MIL,"SP142","444","580","529.7","60.9","+102"
"547","Blake Treinen",LAD,"RP88","447","447","447.0","0.0","-6"
"548","Steven Okert",HOU,"RP89","449","449","449.0","0.0","+421"
"549","Tim Tawa",ARI,"2B48","474","1299","766.0","377.5","+91"
"550","Nick Martinez",TB,"SP,RP18","458","569","523.3","47.4","-91"
"551","Elmer Rodriguez",NYY,"SP143","491","880","627.0","179.1","+79"
"552","Braden Montgomery",CWS,"OF100","456","1371","913.5","457.5","+232"
"553","Mark Leiter Jr.",ATH,"RP90","456","594","541.3","60.9","+17"
"554","Coby Mayo",BAL,"1B38","502","1409","804.3","427.6","-86"
"555","Bryan Baker",TB,"RP91","457","583","537.3","57.0","+40"
"556","Mauricio Dubon",ATL,"OF101","459","708","574.7","102.4","-90"
"557","Joey Bart",PIT,"C42","491","539","518.3","20.1","+25"
"558","Kody Funderburk",MIN,"RP92","461","461","461.0","0.0","+230"
"559","Steven Matz",TB,"RP93","462","592","539.7","56.0","-101"
"560","JP Sears",SD,"SP144","474","538","506.0","32.0","-28"
"561","Rhett Lowder",CIN,"SP145","494","609","540.3","49.5","-39"
"562","Charlie Condon",COL,"1B39","465","1222","746.3","338.2","-25"
"563","Braydon Fisher",TOR,"RP94","466","466","466.0","0.0","+403"
"564","Drew Pomeranz",LAA,"SP,RP19","469","763","616.0","147.0","+172"
"565","Colin Rea",CHC,"SP,RP20","474","595","537.3","49.6","-61"
"566","Cade Povich",BAL,"SP146","493","722","579.7","101.4","+63"
"567","Pedro Pages",STL,"C43","470","575","537.7","47.9","+21"
"568","Sean Burke",CWS,"SP,RP21","488","1028","682.7","244.8","-43"
"569","Drew Anderson",DET,"RP95","473","714","593.5","120.5","+113"
"570","Justin Slaten",BOS,"RP96","475","475","475.0","0.0","+36"
"571","Nick Fortes",TB,"C44","480","652","591.0","78.6","+107"
"572","Jakob Junis",TEX,"RP97","480","480","480.0","0.0","+459"
"573","Jimmy Crooks III",STL,"C45","481","1254","770.7","344.0","+78"
"574","Erik Miller",SF,"RP98","481","481","481.0","0.0","+390"
"575","Nathaniel Lowe",CIN,"1B40","482","633","562.0","62.0","-39"
"576","Justin Topa",MIN,"RP99","483","593","538.0","55.0","+118"
"577","Jake Fraley",TB,"OF102","485","680","570.3","81.5","+118"
"578","Javier Sanoja",MIA,"2B49","484","1151","727.7","300.5","-106"
"579","Angel Zerpa",MIL,"RP100","484","484","484.0","0.0","+249"
"580","Kyle Karros",COL,"3B29","486","1207","769.7","313.8","-37"
"581","Nasim Nunez",WSH,"SS37","498","549","528.0","21.8","-30"
"582","Keegan Akin",BAL,"SP,RP22","489","729","609.0","120.0","+142"
"583","Christian Scott",NYM,"SP147","503","600","545.7","40.5","+50"
"584","Casey Schmitt",SF,"3B30","492","936","672.7","190.4","+41"
"585","Justin Verlander",DET,"SP148","516","550","530.0","14.5","-142"
"586","Ryan Mountcastle",BAL,"1B41","517","1242","760.7","340.4","-95"
"587","Kyle Isbel",KC,"OF103","495","495","495.0","0.0","+203"
"588","Matt Vierling",DET,"OF104","496","1161","749.3","293.7","+122"
"589","Brant Hurter",DET,"SP,RP23","496","559","527.5","31.5","+385"
"590","Vaughn Grissom",LAA,"2B50","497","669","575.3","71.0","+70"
"591","Brusdar Graterol",LAD,"RP101","497","497","497.0","0.0","+530"
"592","Edouard Julien",COL,"2B51","498","548","523.0","25.0","+98"
"593","Aaron Bummer",ATL,"RP102","498","498","498.0","0.0","-"
"594","Adael Amador",COL,"2B52","499","1237","773.7","329.5","+50"
"595","Ryan Thompson",ARI,"RP103","499","499","499.0","0.0","+272"
"596","Tanner Banks",PHI,"RP104","500","500","500.0","0.0","-"
"597","Spencer Jones",FA,"SP149","501","1446","973.5","472.5","-"
"598","Heriberto Hernandez",MIA,"OF105","505","623","564.0","59.0","+41"
"599","Tyler Kinley",ATL,"RP105","505","620","562.5","57.5","+176"
"600","Masataka Yoshida",BOS,"OF106","506","1076","740.0","243.6","-129"
"601","Austin Martin",MIN,"2B53","506","587","557.0","36.3","+31"
"602","Hunter Barco",PIT,"SP,RP24","507","647","577.0","70.0","+82"
"603","Patrick Sandoval",BOS,"SP150","508","657","582.5","74.5","+103"
"604","Andrew Nardi",MIA,"RP106","508","508","508.0","0.0","+381"
"605","Carmen Mlodzinski",PIT,"SP,RP25","510","577","546.3","27.6","+17"
"606","Erik Sabrowski",CLE,"RP107","511","511","511.0","0.0","+17"
"607","Jordan Hicks",CWS,"SP,RP26","512","869","690.5","178.5","+318"
"608","Jose Butto",SF,"SP,RP27","513","513","513.0","0.0","-138"
"609","Anthony Bender",MIA,"RP108","514","514","514.0","0.0","+241"
"610","Abimelec Ortiz",WSH,"1B42","515","1249","882.0","367.0","+110"
"611","Quinn Mathews",STL,"SP151","516","1159","837.5","321.5","+31"
"612","Sebastian Walcott",TEX,"SS38","517","1372","849.7","373.9","+35"
"613","Graham Ashcraft",CIN,"RP109","517","517","517.0","0.0","+136"
"614","Esteury Ruiz",MIA,"OF107","519","1325","865.7","338.6","+102"
"615","Ryan Waldschmidt",ARI,"OF108","533","1274","780.7","348.8","+16"
"616","A.J. Puk",ARI,"RP110","521","521","521.0","0.0","+132"
"617","Garrett Mitchell",MIL,"OF109","522","567","548.0","19.0","-54"
"618","Matt Festa",CLE,"RP111","525","748","636.5","111.5","+502"
"619","Felix Bautista",BAL,"RP112","526","645","585.5","59.5","+128"
"620","Richard Fitts",STL,"SP152","527","662","587.3","56.0","-31"
"621","Julian Fernandez",WSH,"RP113","527","527","527.0","0.0","+415"
"622","Sam Hentges",SF,"RP114","528","528","528.0","0.0","+481"
"623","Ethan Salas",SD,"C46","528","528","528.0","0.0","-8"
"624","Cole Winn",TEX,"RP115","529","715","622.0","93.0","+185"
"625","Jett Williams",MIL,"SS39","531","1367","835.7","377.1","-27"
"626","Davis Martin",CWS,"SP153","532","824","683.0","119.4","+79"
"627","Yennier Cano",BAL,"RP116","532","532","532.0","0.0","+354"
"628","Pierce Johnson",CIN,"RP117","534","534","534.0","0.0","+236"
"629","PJ Poulin",WSH,"RP118","535","535","535.0","0.0","+299"
"630","Zac Veen",COL,"OF110","536","1318","802.7","364.5","-20"
"631","Tommy Nance",TOR,"RP119","536","536","536.0","0.0","-"
"632","Jack Perkins",FA,"SP,RP28","537","621","579.0","42.0","-"
"633","David Festa",MIN,"SP154","538","650","594.0","56.0","+47"
"634","Jeferson Quero",MIL,"C47","539","1278","792.7","343.3","+18"
"635","Joe Jimenez",ATL,"RP120","539","721","630.0","91.0","+139"
"636","Trevor McDonald",SF,"SP,RP29","540","691","615.5","75.5","+22"
"637","Aaron Civale",ATH,"SP,RP30","540","673","606.5","66.5","+72"
"638","Jonny DeLuca",TB,"OF111","542","981","715.0","190.9","-112"
"639","J.T. Ginn",ATH,"SP,RP31","542","569","555.3","11.0","-2"
"640","Anthony Kay",CWS,"SP,RP32","543","792","667.5","124.5","-171"
"641","Angel Martinez",CLE,"LF3","544","1190","767.0","299.3","+36"
"642","Eric Lauer",TOR,"SP,RP33","544","568","556.0","12.0","-162"
"643","Brice Matthews",HOU,"2B54","545","1388","845.0","384.7","+6"
"644","Danny Coulombe",FA,"RP121","545","545","545.0","0.0","-"
"645","Max Muncy",ATH,"SS40","545","545","545.0","0.0","-161"
"646","Jake Bauers",MIL,"1B43","546","667","599.7","50.3","-79"
"647","Isaac Mattson",PIT,"RP122","546","546","546.0","0.0","+279"
"648","Hoby Milner",CHC,"RP123","547","547","547.0","0.0","+467"
"649","Cooper Ingle",CLE,"C48","547","547","547.0","0.0","+64"
"650","Ryan Bergert",KC,"SP155","548","1026","787.0","239.0","+9"
"651","Jeremiah Jackson",BAL,"3B31","549","1215","882.0","333.0","+20"
"652","Justin Martinez",ARI,"RP124","549","549","549.0","0.0","+220"
"653","Max Kepler",FA,"OF112","550","1283","916.5","366.5","+47"
"654","David Fry",CLE,"DH5","553","1224","888.5","335.5","+78"
"655","Tim Herrin",CLE,"RP125","553","553","553.0","0.0","-"
"656","Josiah Gray",WSH,"SP156","554","1297","925.5","371.5","+148"
"657","Jack Dreyer",LAD,"SP,RP34","554","554","554.0","0.0","-141"
"658","Daniel Susac",SF,"C49","555","1268","911.5","356.5","+184"
"659","Kyle Harrison",MIL,"SP,RP35","556","601","581.7","18.9","-9"
"660","Greg Weissert",BOS,"RP126","556","556","556.0","0.0","-33"
"661","Yoan Moncada",LAA,"3B32","557","690","602.7","61.8","-99"
"662","Thomas Saggese",STL,"2B55","557","656","594.3","43.9","-138"
"663","River Ryan",LAD,"SP157","558","963","716.3","176.8","-6"
"664","Sawyer Gipson-Long",DET,"SP,RP36","558","616","587.0","29.0","-3"
"665","Brendon Little",TOR,"RP127","558","558","558.0","0.0","-190"
"666","Cody Bradford",TEX,"SP158","559","633","596.0","37.0","+10"
"667","Bryce Elder",ATL,"SP159","560","795","646.0","105.8","+34"
"668","Justin Wilson",FA,"RP128","560","560","560.0","0.0","-"
"669","Kyle Leahy",STL,"RP129","562","899","675.7","157.9","-193"
"670","Seth Halvorsen",COL,"RP130","562","626","594.0","32.0","-14"
"671","Connor Phillips",CIN,"RP131","562","564","563.0","1.0","-3"
"672","Justin Wrobleski",LAD,"RP132","563","602","582.5","19.5","+2"
"673","Josh White",MIA,"RP133","563","563","563.0","0.0","+184"
"674","Spencer Jones",NYY,"OF113","566","566","566.0","0.0","-258"
"675","Brady Basso",ATH,"RP134","566","566","566.0","0.0","-"
"676","Wandy Peralta",SD,"RP135","567","567","567.0","0.0","-"
"677","Blaze Alexander",BAL,"2B56","569","723","635.7","64.5","-39"
"678","Henry Davis",PIT,"C50","570","664","630.3","42.8","-25"
"679","Brent Headrick",NYY,"RP136","570","570","570.0","0.0","+404"
"680","Brock Burke",CIN,"RP137","571","571","571.0","0.0","+442"
"681","Ronny Mauricio",NYM,"2B57","572","1292","824.0","331.3","-40"
"682","Mason Montgomery",PIT,"RP138","572","590","581.0","9.0","+37"
"683","John Schreiber",KC,"RP139","573","573","573.0","0.0","-"
"684","Miguel Rojas",LAD,"SS41","575","1247","847.0","288.9","-177"
"685","Colin Selby",BAL,"RP140","575","575","575.0","0.0","-"
"686","Dylan Moore",FA,"2B58","576","1324","950.0","374.0","+53"
"687","Luis Campusano",SD,"C51","576","1130","853.0","277.0","+41"
"688","Jovani Moran",BOS,"RP141","576","576","576.0","0.0","-"
"689","Alex Cobb",FA,"SP160","578","578","578.0","0.0","-"
"690","Nelson Rada",LAA,"OF114","579","1383","981.0","402.0","+33"
"691","Liam Hicks",MIA,"C52","579","891","696.0","138.8","-190"
"692","Javier Assad",CHC,"SP161","579","659","619.0","40.0","+95"
"693","Janson Junk",MIA,"SP,RP37","580","754","644.3","77.9","-23"
"694","Noah Schultz",CWS,"SP162","581","1077","829.0","248.0","-83"
"695","David Morgan",SD,"RP142","581","581","581.0","0.0","+234"
"696","Christian Encarnacion-Strand",CIN,"1B44","582","1374","978.0","396.0","-41"
"697","Brad Lord",WSH,"SP,RP38","583","629","606.0","23.0","-18"
"698","Kai-Wei Teng",HOU,"SP,RP39","584","806","695.0","111.0","+47"
"699","Elvis Alvarado",ATH,"RP143","584","584","584.0","0.0","+67"
"700","Edmundo Sosa",PHI,"SS42","585","1167","876.0","291.0","-158"
"701","Hayden Birdsong",SF,"SP,RP40","586","849","717.5","131.5","-29"
"702","Adbert Alzolay",NYM,"RP144","586","586","586.0","0.0","+443"
"703","Hagen Smith",CWS,"SP163","587","587","587.0","0.0","+59"
"704","Tobias Myers",NYM,"SP,RP41","588","595","591.5","3.5","-17"
"705","Max Anderson",DET,"2B59","589","1436","NaN","423.5","+41"
"706","Davis Schneider",TOR,"2B60","590","669","629.5","39.5","-149"
"707","Ryan Yarbrough",NYY,"SP,RP42","591","731","661.0","70.0","+36"
"708","Ryne Stanek",STL,"RP145","592","592","592.0","0.0","+121"
"709","Leo De Vries",ATH,"SS43","593","1410","901.7","362.2","+47"
"710","Isiah Kiner-Falefa",BOS,"3B33","594","1147","779.3","260.0","-156"
"711","Mason Englert",TB,"RP146","594","594","594.0","0.0","-"
"712","Nick Mears",KC,"RP147","595","595","595.0","0.0","+250"
"713","Daniel Schneemann",CLE,"SS44","596","1262","929.0","333.0","-113"
"714","Luis Torrens",NYM,"C53","596","878","725.0","116.4","-121"
"715","Jacob Webb",CHC,"RP148","596","596","596.0","0.0","+379"
"716","Sean Newcomb",CWS,"SP,RP43","597","624","610.5","13.5","-18"
"717","AJ Blubaugh",HOU,"SP,RP44","598","696","647.0","49.0","-63"
"718","Cole Young",SEA,"2B61","598","614","606.7","6.6","-152"
"719","Kevin Kelly",TB,"RP149","598","598","598.0","0.0","-"
"720","Chase Dollander",COL,"SP164","600","1418","NaN","409.0","-55"
"721","Tanner McDougal",CWS,"SP165","601","1156","878.5","277.5","+13"
"722","Joey Loperfido",HOU,"OF115","603","1417","NaN","407.0","+50"
"723","Michael Kopech",FA,"RP150","603","759","655.7","73.1","-105"
"724","Cole Sulser",TB,"RP151","603","603","603.0","0.0","-121"
"725","Enrique Bradfield Jr.",BAL,"OF116","604","708","656.0","52.0","+61"
"726","Rob Zastryzny",MIL,"RP152","605","605","605.0","0.0","-"
"727","Andruw Monasterio",BOS,"2B62","606","1238","922.0","316.0","-12"
"728","Greg Bird",FA,"1B45","606","606","606.0","0.0","-"
"729","Robert Hassell III",WSH,"OF117","607","1201","904.0","297.0","-46"
"730","JJ Bleday",CIN,"OF118","607","679","643.0","36.0","-84"
"731","Graham Pauley",MIA,"3B34","610","778","694.0","84.0","-58"
"732","Evan Phillips",LAD,"RP153","610","610","610.0","0.0","+332"
"733","Enyel De Los Santos",HOU,"RP154","611","611","611.0","0.0","-"
"734","Porter Hodge",CHC,"RP155","612","612","612.0","0.0","+72"
"735","Jaxon Wiggins",CHC,"SP166","612","612","612.0","0.0","-60"
"736","Everson Pereira",CWS,"OF119","613","1194","903.5","290.5","+80"
"737","Paul Sewald",ARI,"RP156","613","613","613.0","0.0","+195"
"738","Brandon Eisert",CWS,"SP,RP45","614","614","614.0","0.0","-"
"739","Jonathan Bowlan",PHI,"RP157","615","615","615.0","0.0","+425"
"740","Mason Fluharty",TOR,"RP158","617","617","617.0","0.0","-"
"741","Connor Prielipp",MIN,"SP167","618","735","676.5","58.5","+83"
"742","Griffin Canning",FA,"SP168","619","619","619.0","0.0","+83"
"743","Jesus Made",MIL,"SS45","619","619","619.0","0.0","+21"
"744","Bradgley Rodriguez",SD,"RP159","620","620","620.0","0.0","+282"
"745","Stephen Kolek",KC,"SP169","621","674","647.5","26.5","-173"
"746","Coleman Crow",MIL,"SP170","622","662","642.0","20.0","+85"
"747","Alejandro Osuna",TEX,"OF120","623","1375","999.0","376.0","-14"
"748","Austin Warren",NYM,"RP160","624","624","624.0","0.0","-"
"749","Rafael Flores",PIT,"C54","625","1389","NaN","382.0","-"
"750","Ryan Brasier",TEX,"RP161","625","625","625.0","0.0","-"
"751","Randy Vasquez",SD,"SP171","626","1250","938.0","312.0","-24"
"752","Gage Jump",ATH,"SP172","627","843","735.0","108.0","-45"
"753","Justin Lawrence",PIT,"RP162","627","627","627.0","0.0","0"
"754","Jalen Beeks",FA,"RP163","628","628","628.0","0.0","-"
"755","Huascar Brazoban",NYM,"SP,RP46","629","629","629.0","0.0","-"
"756","Alek Manoah",LAA,"SP173","630","1206","918.0","288.0","-68"
"757","Otto Kemp",PHI,"3B35","631","1203","917.0","286.0","-61"
"758","Luke Raley",SEA,"OF121","632","1068","850.0","218.0","-95"
"759","JR Ritchie",ATL,"SP174","634","1011","822.5","188.5","-70"
"760","Ryan Fernandez",STL,"RP164","634","634","634.0","0.0","+357"
