"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1140","Blas Castano",SEA,"SP,RP103","1013","1013","NaN","0.0","-"
"1141","Adam Kloffenstein",NYY,"SP,RP104","1014","1014","NaN","0.0","-"
"1142","Josh Staumont",CIN,"RP353","1015","1015","NaN","0.0","-"
"1143","Tyler Austin",CHC,"1B54","1016","1016","NaN","0.0","-321"
"1144","Mitchell Parker",WSH,"SP240","1017","1017","NaN","0.0","-234"
"1145","Colin Poche",FA,"RP354","1019","1019","NaN","0.0","-"
"1146","Alex Hoppe",SEA,"RP355","1020","1020","NaN","0.0","-"
"1147","Randy Dobnak",SEA,"RP356","1021","1021","NaN","0.0","-"
"1148","Troy Taylor",SEA,"RP357","1022","1022","NaN","0.0","-"
"1149","Ky Bush",CWS,"SP241","1023","1023","NaN","0.0","-"
"1150","Reggie Crawford",SF,"RP358","1024","1024","NaN","0.0","-"
"1151","Will Childers",MIL,"RP359","1025","1025","NaN","0.0","-"
"1152","Thomas Harrington",PIT,"SP,RP105","1027","1027","NaN","0.0","-229"
"1153","Angel Perdomo",LAA,"RP360","1029","1029","NaN","0.0","-"
"1154","Hayden Durke",ARI,"RP361","1030","1030","NaN","0.0","-"
"1155","Chris Devenski",PIT,"RP362","1031","1031","NaN","0.0","-"
"1156","Andrew Sears",DET,"SP242","1032","1032","NaN","0.0","-"
"1157","Joe La Sorsa",PIT,"RP363","1033","1033","NaN","0.0","-"
"1158","Angel Chivilli",NYY,"RP364","1034","1034","NaN","0.0","-"
"1159","Henry Baez",ATH,"SP243","1035","1035","NaN","0.0","-"
"1160","Wilber Dotel",PIT,"SP244","1036","1036","NaN","0.0","-"
"1161","Ryan Loutos",SEA,"RP365","1037","1037","NaN","0.0","-"
"1162","Nate Lavender",NYM,"RP366","1038","1038","NaN","0.0","-"
"1163","Lyon Richardson",CIN,"RP367","1039","1039","NaN","0.0","-"
"1164","Ben Peoples",CWS,"RP368","1040","1040","NaN","0.0","-"
"1165","Dale Stanavich",MIA,"RP369","1041","1041","NaN","0.0","-"
"1166","Collin Snider",CHC,"RP370","1042","1042","NaN","0.0","-"
"1167","Nabil Crismatt",TEX,"SP,RP106","1043","1043","NaN","0.0","-"
"1168","Austin Kitchen",SEA,"RP371","1044","1044","NaN","0.0","-"
"1169","Nick Anderson",ATH,"RP372","1045","1045","NaN","0.0","-"
"1170","Sam Bachman",LAA,"RP373","1047","1047","NaN","0.0","-"
"1171","Jhancarlos Lara",ATL,"SP,RP107","1048","1048","NaN","0.0","-"
"1172","Scott McGough",FA,"RP374","1049","1049","NaN","0.0","-"
"1173","Brandan Bidois",PIT,"RP375","1050","1050","NaN","0.0","-"
"1174","Guillo Zuniga",SEA,"RP376","1051","1051","NaN","0.0","-"
"1175","Shinnosuke Ogasawara",WSH,"SP,RP108","1052","1052","NaN","0.0","-"
"1176","Joe Elbis",ARI,"SP245","1053","1053","NaN","0.0","-"
"1177","Tayler Saucedo",LAA,"RP377","1054","1054","NaN","0.0","-"
"1178","Jake Bennett",BOS,"SP246","1055","1055","NaN","0.0","-79"
"1179","Scott Blewett",STL,"RP378","1056","1056","NaN","0.0","-"
"1180","Alek Jacob",SD,"RP379","1057","1057","NaN","0.0","-"
"1181","Ben Shields",COL,"SP247","1058","1058","NaN","0.0","-"
"1182","Josh Ekness",MIA,"RP380","1059","1059","NaN","0.0","-"
"1183","Miguel Castro",LAA,"RP381","1060","1060","NaN","0.0","-"
"1184","Brian Fitzpatrick",MIL,"P2","1061","1061","NaN","0.0","-"
"1185","Travis Adams",MIN,"SP,RP109","1062","1062","NaN","0.0","-"
"1186","Pierson Ohl",COL,"SP,RP110","1063","1063","NaN","0.0","-11"
"1187","Dylan Coleman",NYY,"RP382","1064","1064","NaN","0.0","-"
"1188","Joey Estes",ATH,"SP248","1065","1065","NaN","0.0","-"
"1189","Jaden Woods",PIT,"RP383","1066","1066","NaN","0.0","-"
"1190","Tanner Houck",BOS,"SP249","1069","1069","NaN","0.0","-306"
"1191","Dane Myers",CIN,"OF151","1070","1070","NaN","0.0","-393"
"1192","Juan Morillo",ARI,"RP384","1071","1071","NaN","0.0","-133"
"1193","Prelander Berroa",CWS,"RP385","1072","1072","NaN","0.0","-47"
"1194","Tanner Rainey",DET,"RP386","1073","1073","NaN","0.0","-"
"1195","Ben Lively",CLE,"SP250","1074","1074","NaN","0.0","-"
"1196","Julian Aguiar",CIN,"SP251","1075","1075","NaN","0.0","-"
"1197","Dax Fulton",MIA,"SP252","1078","1078","NaN","0.0","-"
"1198","Genesis Cabrera",PHI,"RP387","1079","1079","NaN","0.0","-"
"1199","Doug Nikhazy",CLE,"SP,RP111","1080","1080","NaN","0.0","-"
"1200","Eli Morgan",KC,"RP388","1081","1081","NaN","0.0","-"
"1201","Ryan Webb",FA,"RP389","1083","1083","NaN","0.0","-"
"1202","Austin Love",STL,"SP253","1084","1084","NaN","0.0","-"
"1203","Ryan Rolison",CHC,"RP390","1085","1085","NaN","0.0","-"
"1204","Corbin Martin",CHC,"RP391","1086","1086","NaN","0.0","-"
"1205","Marquis Grissom",WSH,"RP392","1087","1087","NaN","0.0","-76"
"1206","Roddery Munoz",HOU,"RP393","1088","1088","NaN","0.0","-"
"1207","Steven Wilson",TB,"RP394","1089","1089","NaN","0.0","-"
"1208","Rafael Montero",NYY,"RP395","1090","1090","NaN","0.0","-"
"1209","Yunior Marte",CIN,"RP396","1091","1091","NaN","0.0","-"
"1210","Keegan Thompson",COL,"RP397","1092","1092","NaN","0.0","-28"
"1211","Erick Fedde",CWS,"SP,RP112","1093","1093","NaN","0.0","-290"
"1212","Andrew Wantz",TB,"RP398","1094","1094","NaN","0.0","-"
"1213","Pete Hansen",STL,"SP254","1095","1095","NaN","0.0","-"
"1214","Cole Irvin",LAD,"SP,RP113","1097","1097","NaN","0.0","-"
"1215","Cal Quantrill",TEX,"SP255","1098","1098","NaN","0.0","-13"
"1216","Chris Roycroft",STL,"RP399","1099","1099","NaN","0.0","-"
"1217","Bryce Jarvis",ARI,"RP400","1100","1100","NaN","0.0","-"
"1218","Carson Spiers",CIN,"SP,RP114","1101","1101","NaN","0.0","-"
"1219","Stevie Emanuels",ATH,"RP401","1102","1102","NaN","0.0","-"
"1220","Kendall Graveman",FA,"RP402","1103","1103","NaN","0.0","-"
"1221","Matt Waldron",SD,"SP256","1104","1104","NaN","0.0","-"
"1222","T.J. McFarland",FA,"RP403","1105","1105","NaN","0.0","-"
"1223","Austin Gomber",TEX,"SP257","1106","1106","NaN","0.0","-"
"1224","Duncan Davitt",CWS,"SP258","1107","1107","NaN","0.0","-"
"1225","Tejay Antone",CIN,"SP,RP115","1108","1108","NaN","0.0","-"
"1226","Jake Rogers",DET,"C65","1109","1109","NaN","0.0","-346"
"1227","Zach Pop",PHI,"RP404","1110","1110","NaN","0.0","-"
"1228","Eric Reyzelman",NYY,"RP405","1111","1111","NaN","0.0","-"
"1229","Mason Barnett",ATH,"SP259","1112","1112","NaN","0.0","-40"
"1230","Jack Neely",CHC,"RP406","1113","1113","NaN","0.0","-"
"1231","Noah Davis",PIT,"RP407","1114","1114","NaN","0.0","-"
"1232","Mike Clevinger",PIT,"RP408","1115","1115","NaN","0.0","-"
"1233","Cade Winquest",NYY,"SP260","1116","1116","NaN","0.0","-"
"1234","Ben Kudrna",KC,"SP261","1117","1117","NaN","0.0","-"
"1235","Eiberson Castellano",COL,"RP409","1118","1118","NaN","0.0","-"
"1236","Sam Benschoter",CIN,"RP410","1119","1119","NaN","0.0","-"
"1237","Yohel Pozo",STL,"C66","1120","1120","NaN","0.0","-397"
"1238","Hunter Strickland",FA,"RP411","1121","1121","NaN","0.0","-175"
"1239","Jeff Criswell",COL,"RP412","1122","1122","NaN","0.0","-"
"1240","Anthony Misiewicz",CIN,"RP413","1123","1123","NaN","0.0","-"
"1241","Carter Baumler",TEX,"SP,RP116","1124","1124","NaN","0.0","-163"
"1242","John Brebbia",COL,"RP414","1125","1125","NaN","0.0","-"
"1243","Yoniel Curet",PHI,"SP262","1127","1127","NaN","0.0","-77"
"1244","Randal Grichuk",FA,"OF152","1128","1128","NaN","0.0","-227"
"1245","William Kempner",MIA,"RP415","1129","1129","NaN","0.0","-"
"1246","Rolddy Munoz",ATL,"RP416","1131","1131","NaN","0.0","-"
"1247","Mitch Farris",LAA,"SP263","1132","1132","NaN","0.0","-170"
"1248","Luis Mey",CIN,"RP417","1133","1133","NaN","0.0","-225"
"1249","Seth Johnson",PHI,"SP,RP117","1134","1134","NaN","0.0","-249"
"1250","Kevin Abel",CIN,"P3","1135","1135","NaN","0.0","-"
"1251","Jake Eder",WSH,"SP,RP118","1136","1136","NaN","0.0","-"
"1252","Troy Watson",DET,"SP264","1137","1137","NaN","0.0","-"
"1253","Jayvien Sandridge",LAA,"RP418","1138","1138","NaN","0.0","-"
"1254","Tyler Lyons",FA,"RP419","1139","1139","NaN","0.0","-"
"1255","Jairo Iriarte",CWS,"RP420","1140","1140","NaN","0.0","-"
"1256","Casey Lawrence",SEA,"RP421","1141","1141","NaN","0.0","-"
"1257","Luis Guerrero",TB,"RP422","1142","1142","NaN","0.0","-"
"1258","Bryse Wilson",PHI,"SP,RP119","1143","1143","NaN","0.0","-"
"1259","Jean Cabrera",PHI,"SP265","1144","1144","NaN","0.0","-"
"1260","Kyle Keller",BOS,"RP423","1145","1145","NaN","0.0","-"
"1261","Walbert Urena",LAA,"SP266","1148","1148","NaN","0.0","-"
"1262","Jackson Kowar",MIN,"RP424","1149","1149","NaN","0.0","-"
"1263","Robby Ahlstrom",TEX,"RP425","1150","1150","NaN","0.0","-"
"1264","Chayce McDermott",BAL,"SP,RP120","1152","1152","NaN","0.0","-"
"1265","Ken Waldichuk",WSH,"SP267","1153","1153","NaN","0.0","-109"
"1266","Dan Altavilla",MIN,"RP426","1154","1154","NaN","0.0","-"
"1267","Ryan Harbin",PIT,"RP427","1155","1155","NaN","0.0","-"
"1268","Jagger Haynes",SD,"SP268","1157","1157","NaN","0.0","-"
"1269","Cam Sanders",PIT,"RP428","1158","1158","NaN","0.0","-"
"1270","Brandon Waddell",NYM,"RP429","1160","1160","NaN","0.0","-"
"1271","RJ Petit",COL,"RP430","1162","1162","NaN","0.0","-"
"1272","Marc Church",TEX,"RP431","1163","1163","NaN","0.0","-119"
"1273","Triston McKenzie",SD,"SP,RP121","1164","1164","NaN","0.0","-339"
"1274","Marco Gonzales",SD,"SP269","1165","1165","NaN","0.0","-"
"1275","Victor Mederos",LAA,"SP,RP122","1166","1166","NaN","0.0","-"
"1276","Braden Nett",ATH,"SP270","1168","1168","NaN","0.0","-"
"1277","Joel Hurtado",LAA,"SP271","1170","1170","NaN","0.0","-"
"1278","Wikelman Gonzalez",CWS,"SP,RP123","1171","1171","NaN","0.0","-"
"1279","Rob Refsnyder",SEA,"OF153","1172","1172","NaN","0.0","-729"
"1280","Wade Miley",FA,"SP272","1173","1173","NaN","0.0","-"
"1281","Thomas Hatch",ARI,"SP,RP124","1174","1174","NaN","0.0","-"
"1282","Sean Sullivan",COL,"SP273","1176","1176","NaN","0.0","-"
"1283","Mason Black",KC,"SP,RP125","1177","1177","NaN","0.0","-"
"1284","Riley Cornelio",WSH,"SP274","1178","1178","NaN","0.0","-"
"1285","Jose Urquidy",PIT,"RP432","1179","1179","NaN","0.0","-412"
"1286","Zach Brzykcy",MIA,"RP433","1180","1180","NaN","0.0","-"
"1287","Nick Hernandez",ATH,"RP434","1181","1181","NaN","0.0","-"
"1288","Austin Wynns",ATH,"C67","1183","1183","NaN","0.0","-453"
"1289","Lucas Sims",CWS,"RP435","1184","1184","NaN","0.0","-"
"1290","Jake Irvin",WSH,"SP275","1185","1185","NaN","0.0","-511"
"1291","Sam Haggerty",TEX,"OF154","1186","1186","NaN","0.0","-181"
"1292","Spencer Turnbull",FA,"SP,RP126","1187","1187","NaN","0.0","-"
"1293","Anthony Molina",ATL,"RP436","1188","1188","NaN","0.0","-"
"1294","Luis Medina",ATH,"SP276","1189","1189","NaN","0.0","-265"
"1295","Bradley Blalock",MIA,"SP277","1191","1191","NaN","0.0","-224"
"1296","Dominic Smith",FA,"1B55","1192","1192","NaN","0.0","-135"
"1297","J.C. Escarra",NYY,"C68","1193","1193","NaN","0.0","-"
"1298","Patrick Corbin",FA,"SP278","1195","1195","NaN","0.0","-436"
"1299","Christian Vazquez",FA,"C69","1196","1196","NaN","0.0","-"
"1300","Orlando Ribalta",WSH,"RP437","1197","1197","NaN","0.0","-122"
"1301","Marcus Stroman",FA,"SP279","1198","1198","NaN","0.0","-"
"1302","Yilber Diaz",ARI,"RP438","1199","1199","NaN","0.0","-272"
"1303","Jose Tena",WSH,"2B69","1200","1200","NaN","0.0","-283"
"1304","Jack Kochanowicz",LAA,"SP280","1202","1202","NaN","0.0","-203"
"1305","Wilmer Flores",FA,"1B56","1204","1204","NaN","0.0","-805"
"1306","Oswald Peraza",LAA,"3B41","1205","1205","NaN","0.0","-487"
"1307","Drew Millas",WSH,"C70","1208","1208","NaN","0.0","-179"
"1308","Adam Frazier",FA,"2B70","1209","1209","NaN","0.0","-454"
"1309","Zach Agnos",COL,"RP439","1211","1211","NaN","0.0","-202"
"1310","Sam Aldegheri",LAA,"SP281","1213","1213","NaN","0.0","-"
"1311","Enrique Hernandez",LAD,"2B71","1216","1216","NaN","0.0","-793"
"1312","Gabriel Hughes",COL,"SP282","1217","1217","NaN","0.0","-"
"1313","Chase Petty",CIN,"SP283","1218","1218","NaN","0.0","-466"
"1314","Rafael Marchan",PHI,"C71","1219","1219","NaN","0.0","-465"
"1315","Tyler Locklear",ARI,"1B57","1221","1221","NaN","0.0","-457"
"1316","Reese McGuire",MIL,"C72","1225","1225","NaN","0.0","-263"
"1317","Jorge Mateo",ATL,"2B72","1226","1226","NaN","0.0","-756"
"1318","Tyler Heineman",TOR,"C73","1227","1227","NaN","0.0","-467"
"1319","Alexander Alberto",CWS,"RP440","1230","1230","NaN","0.0","-377"
"1320","Andry Lara",WSH,"RP441","1231","1231","NaN","0.0","-"
"1321","Elias Diaz",FA,"C74","1234","1234","NaN","0.0","-219"
"1322","Tyler Anderson",FA,"SP284","1235","1235","NaN","0.0","-763"
"1323","Carson Palmquist",COL,"SP,RP127","1236","1236","NaN","0.0","-"
"1324","Luis Peralta",COL,"RP442","1241","1241","NaN","0.0","-"
"1325","Jonathan Cannon",CWS,"SP,RP128","1243","1243","NaN","0.0","-352"
"1326","Justyn-Henry Malloy",TB,"OF155","1245","1245","NaN","0.0","-354"
"1327","Tom Murphy",FA,"C75","1246","1246","NaN","0.0","-"
"1328","Cesar Salazar",FA,"C76","1248","1248","NaN","0.0","-"
"1329","Walker Buehler",FA,"SP285","1251","1251","NaN","0.0","-636"
"1330","Korey Lee",CWS,"C77","1253","1253","NaN","0.0","-265"
"1331","Andrew Knizner",SEA,"C78","1258","1258","NaN","0.0","-395"
"1332","Jon Berti",FA,"3B42","1260","1260","NaN","0.0","-205"
"1333","Alex Verdugo",FA,"OF156","1261","1261","NaN","0.0","-"
"1334","Johnathan Rodriguez",CLE,"OF157","1263","1263","NaN","0.0","-374"
"1335","Riley Adams",WSH,"C79","1264","1264","NaN","0.0","-351"
"1336","Oswaldo Cabrera",NYY,"3B43","1266","1266","NaN","0.0","-758"
"1337","Chris Taylor",LAA,"2B73","1269","1269","NaN","0.0","-"
"1338","Justin Turner",FA,"1B58","1270","1270","NaN","0.0","-"
"1339","Austin Hedges",CLE,"C80","1271","1271","NaN","0.0","-226"
"1340","Richard Palacios",CLE,"2B74","1273","1273","NaN","0.0","-"
"1341","Taijuan Walker",PHI,"SP,RP129","1275","1275","NaN","0.0","-480"
"1342","Jack Suwinski",PIT,"OF158","1276","1276","NaN","0.0","-424"
"1343","Kyle Farmer",ATL,"SS54","1277","1277","NaN","0.0","-250"
"1344","Bryce Teodosio",LAA,"OF159","1279","1279","NaN","0.0","-386"
"1345","Alex Call",LAD,"OF160","1281","1281","NaN","0.0","-438"
"1346","McCade Brown",COL,"SP286","1282","1282","NaN","0.0","-198"
"1347","Jose Iglesias",FA,"2B75","1284","1284","NaN","0.0","-301"
"1348","Jahmai Jones",DET,"LF6","1285","1285","NaN","0.0","-534"
"1349","Dominic Keegan",TB,"C81","1286","1286","NaN","0.0","-311"
"1350","Jacob Stallings",FA,"C82","1287","1287","NaN","0.0","-"
"1351","Leo Rivas",SEA,"SS55","1288","1288","NaN","0.0","-294"
"1352","Luis Urias",FA,"3B44","1289","1289","NaN","0.0","-"
"1353","Austin Slater",DET,"OF161","1290","1290","NaN","0.0","-"
"1354","Luke Maile",KC,"C83","1291","1291","NaN","0.0","-"
"1355","Brett Harris",ATH,"3B45","1293","1293","NaN","0.0","-224"
"1356","Santiago Espinal",FA,"2B76","1294","1294","NaN","0.0","-"
"1357","Carlos Cortes",ATH,"OF162","1295","1295","NaN","0.0","-478"
"1358","Alex Jackson",MIN,"C84","1296","1296","NaN","0.0","-407"
"1359","Bryce Johnson",SD,"OF163","1298","1298","NaN","0.0","-272"
"1360","Mickey Gasper",BOS,"C85","1302","1302","NaN","0.0","-451"
"1361","Tyler Tolbert",KC,"LF7","1303","1303","NaN","0.0","-492"
"1362","Derek Hill",CWS,"OF164","1304","1304","NaN","0.0","-266"
"1363","Chadwick Tromp",ATL,"C86","1305","1305","NaN","0.0","-"
"1364","Jorge Barrosa",ARI,"OF165","1306","1306","NaN","0.0","-"
"1365","Ryan Bliss",SEA,"2B77","1307","1307","NaN","0.0","-554"
"1366","Michael Helman",TEX,"OF166","1308","1308","NaN","0.0","-347"
"1367","Antonio Senzatela",COL,"SP,RP130","1309","1309","NaN","0.0","-"
"1368","Myles Straw",TOR,"OF167","1310","1310","NaN","0.0","-441"
"1369","MJ Melendez",NYM,"OF168","1311","1311","NaN","0.0","-370"
"1370","Christian Koss",SF,"2B78","1312","1312","NaN","0.0","-365"
"1371","Austin Barnes",NYM,"C87","1314","1314","NaN","0.0","-"
"1372","John Rave",KC,"OF169","1315","1315","NaN","0.0","-"
"1373","Nick Allen",HOU,"SS56","1317","1317","NaN","0.0","-793"
"1374","DJ LeMahieu",FA,"1B59","1319","1319","NaN","0.0","-"
"1375","Gio Urshela",MIN,"3B46","1320","1320","NaN","0.0","-"
"1376","Ben Rortvedt",LAD,"C88","1321","1321","NaN","0.0","-"
"1377","Drew Romo",CWS,"C89","1322","1322","NaN","0.0","-326"
"1378","Juan Brito",CLE,"1B60","1323","1323","NaN","0.0","-472"
"1379","Willie MacIver",TEX,"C90","1326","1326","NaN","0.0","-263"
"1380","Jorge Alfaro",KC,"C91","1327","1327","NaN","0.0","-"
"1381","Eli White",ATL,"OF170","1328","1328","NaN","0.0","-392"
"1382","LaMonte Wade Jr.",CWS,"OF171","1329","1329","NaN","0.0","-312"
"1383","Kyle Freeland",COL,"SP287","1331","1331","NaN","0.0","-781"
"1384","Sebastian Rivero",LAA,"C92","1332","1332","NaN","0.0","-"
"1385","Sandy Leon",ATL,"C93","1333","1333","NaN","0.0","-"
"1386","Ryan Feltner",COL,"SP288","1334","1334","NaN","0.0","-406"
"1387","German Marquez",FA,"SP289","1335","1335","NaN","0.0","-405"
"1388","Blake Sabol",TB,"C94","1336","1336","NaN","0.0","-"
"1389","Nolan Jones",CLE,"OF172","1337","1337","NaN","0.0","-630"
"1390","Matt Thaiss",BOS,"C95","1338","1338","NaN","0.0","-"
"1391","Warming Bernabel",WSH,"1B61","1339","1339","NaN","0.0","-609"
"1392","Orlando Arcia",MIN,"SS57","1340","1340","NaN","0.0","-517"
"1393","Sam Huff",BAL,"C96","1341","1341","NaN","0.0","-"
"1394","Jose Herrera",TEX,"C97","1342","1342","NaN","0.0","-"
"1395","Shane McGuire",ATH,"C98","1343","1343","NaN","0.0","-"
"1396","Eric Haase",SF,"C99","1344","1344","NaN","0.0","-"
"1397","Brett Sullivan",COL,"C100","1345","1345","NaN","0.0","-"
"1398","Nick Loftin",KC,"2B79","1346","1346","NaN","0.0","-240"
"1399","Rodolfo Duran",SD,"C101","1347","1347","NaN","0.0","-"
"1400","Tomas Nido",DET,"C102","1348","1348","NaN","0.0","-"
"1401","Mark Canha",FA,"OF173","1349","1349","NaN","0.0","-"
"1402","Jhonny Pereda",SEA,"C103","1350","1350","NaN","0.0","-"
"1403","Brandon Valenzuela",TOR,"C104","1351","1351","NaN","0.0","-"
"1404","Eliezer Alfonzo",LAD,"C105","1352","1352","NaN","0.0","-"
"1405","Jason Delay",BOS,"C106","1353","1353","NaN","0.0","-"
"1406","Blake Hunt",SD,"C107","1354","1354","NaN","0.0","-"
"1407","Hayden Senger",NYM,"C108","1355","1355","NaN","0.0","-"
"1408","Collin Price",HOU,"C109","1356","1356","NaN","0.0","-"
"1409","Deyvison De Los Santos",MIA,"3B47","1357","1357","NaN","0.0","-610"
"1410","Maverick Handley",BAL,"C110","1358","1358","NaN","0.0","-"
"1411","Matthew Wood",MIL,"C111","1359","1359","NaN","0.0","-"
"1412","Johan Rojas",PHI,"OF174","1360","1360","NaN","0.0","-356"
"1413","Tyler Fitzgerald",SF,"2B80","1361","1361","NaN","0.0","-899"
"1414","Nick Raposo",SEA,"C112","1362","1362","NaN","0.0","-"
"1415","Dom Nunez",CLE,"C113","1363","1363","NaN","0.0","-"
"1416","Brendan Rodgers",BOS,"2B81","1364","1364","NaN","0.0","-429"
"1417","Trey Sweeney",DET,"SS58","1365","1365","NaN","0.0","-571"
"1418","Chas McCormick",CHC,"OF175","1366","1366","NaN","0.0","-377"
"1419","Nate Eaton",BOS,"OF176","1369","1369","NaN","0.0","-508"
"1420","Nick Sogard",BOS,"1B62","1370","1370","NaN","0.0","-405"
"1421","Orelvis Martinez",WSH,"2B82","1376","1376","NaN","0.0","-373"
"1422","Will Wagner",SD,"1B63","1377","1377","NaN","0.0","-413"
"1423","Joey Wiemer",WSH,"OF177","1378","1378","NaN","0.0","-415"
"1424","Max Schuemann",NYY,"2B83","1380","1380","NaN","0.0","-479"
"1425","Ryan Vilade",TB,"LF8","1382","1382","NaN","0.0","-275"
"1426","Ildemaro Vargas",ARI,"1B64","1386","1386","NaN","0.0","-"
"1427","Tanner Murray",CWS,"SS59","1387","1387","NaN","0.0","-"
"1428","Manny Acosta",FA,"RP443","1390","1390","NaN","0.0","-"
"1429","Jarred Kelenic",CWS,"OF178","1391","1391","NaN","0.0","-536"
"1430","Tristan Gray",MIN,"2B84","1392","1392","NaN","0.0","-267"
"1431","Kris Bryant",COL,"DH6","1393","1393","NaN","0.0","-238"
"1432","Andy Ibanez",ATH,"2B85","1394","1394","NaN","0.0","-462"
"1433","Paul DeJong",NYY,"SS60","1395","1395","NaN","0.0","-921"
"1434","Dairon Blanco",KC,"OF179","1396","1396","NaN","0.0","-"
"1435","Zach Dezenzo",HOU,"LF9","1397","1397","NaN","0.0","-597"
"1436","Mason McCoy",SD,"SS61","1398","1398","NaN","0.0","-378"
"1437","Tirso Ornelas",SD,"OF180","1399","1399","NaN","0.0","-383"
"1438","Matthew Lugo",LAA,"LF10","1400","1400","NaN","0.0","-417"
"1439","Cesar Prieto",STL,"3B48","1401","1401","NaN","0.0","-"
"1440","Brett Wisely",ATL,"2B86","1402","1402","NaN","0.0","-"
"1441","Nacho Alvarez Jr.",ATL,"3B49","1403","1403","NaN","0.0","-611"
"1442","Luke Williams",ATL,"2B87","1405","1405","NaN","0.0","-"
"1443","Jeimer Candelario",LAA,"3B50","1406","1406","NaN","0.0","-415"
"1444","Tommy Troy",ARI,"2B88","1407","1407","NaN","0.0","-559"
"1445","T.J. Rumfield",COL,"1B65","1408","1408","NaN","0.0","-568"
"1446","Tim Anderson",FA,"SS62","1411","1411","NaN","0.0","-"
"1447","Michael Arroyo",SEA,"2B89","1412","1412","NaN","0.0","-517"
"1448","Alika Williams",PIT,"SS63","1413","1413","NaN","0.0","-"
"1449","Tyler Callihan",CIN,"2B90","1414","1414","NaN","0.0","-352"
"1450","Brandon Lockridge",MIL,"OF181","1415","1415","NaN","0.0","-383"
"1451","Tanner Gordon",COL,"SP290","1416","1416","NaN","0.0","-440"
"1452","Dylan Carlson",CHC,"OF182","1419","1419","NaN","0.0","-"
"1453","Michael Toglia",CIN,"1B66","1420","1420","NaN","0.0","-930"
"1454","Liover Peguero",PHI,"SS64","1421","1421","NaN","0.0","-429"
"1455","Rece Hinds",HS,"SS65","1422","1422","NaN","0.0","-"
"1456","Shay Whitcomb",HOU,"3B51","1423","1423","NaN","0.0","-358"
"1457","Manuel Margot",FA,"OF183","1424","1424","NaN","0.0","-"
"1458","Jared Serna",MIA,"2B91","1425","1425","NaN","0.0","-"
"1459","Cooper Kinney",TB,"2B92","1426","1426","NaN","0.0","-"
"1460","Jose Miranda",SD,"3B52","1427","1427","NaN","0.0","-582"
"1461","Josh Rojas",KC,"3B53","1428","1428","NaN","0.0","-"
"1462","Denzer Guzman",LAA,"SS66","1429","1429","NaN","0.0","-440"
"1463","James Triantos",CHC,"2B93","1431","1431","NaN","0.0","-418"
"1464","Kameron Misner",KC,"OF184","1432","1432","NaN","0.0","-"
"1465","Kyren Paris",LAA,"2B94","1433","1433","NaN","0.0","-568"
"1466","Jace Jung",DET,"3B54","1434","1434","NaN","0.0","-510"
"1467","Enmanuel Valdez",PIT,"1B67","1435","1435","NaN","0.0","-283"
"1468","DaShawn Keirsey",ATL,"OF185","1437","1437","NaN","0.0","-"
"1469","Tre' Morgan",TB,"1B68","1438","1438","NaN","0.0","-580"
"1470","Grant McCray",SF,"OF186","1439","1439","NaN","0.0","-"
"1471","Gabriel Gonzalez",MIN,"OF187","1440","1440","NaN","0.0","-494"
"1472","Joey Meneses",ATH,"1B69","1441","1441","NaN","0.0","-"
"1473","Nick Madrigal",LAA,"2B95","1442","1442","NaN","0.0","-279"
"1474","Jorbit Vivas",NYY,"2B96","1443","1443","NaN","0.0","-"
"1475","Aaron Schunk",ATL,"3B55","1447","1447","NaN","0.0","-"
"1476","Nate Furman",SF,"2B97","1449","1449","NaN","0.0","-295"
"1477","Gustavo Campero",LAA,"RF4","1450","1450","NaN","0.0","-"
"1478","Drew Waters",KC,"OF188","1451","1451","NaN","0.0","-278"
"1479","Anthony Seigler",BOS,"3B56","1452","1452","NaN","0.0","-"
"1480","Blake Dunn",CIN,"OF189","1453","1453","NaN","0.0","-"
"1481","Yohandy Morales",WSH,"3B57","1454","1454","NaN","0.0","-"
"1482","Taylor Trammell",HOU,"OF190","1455","1455","NaN","0.0","-"
"1483","Ji Hwan Bae",NYM,"OF191","1456","1456","NaN","0.0","-"
"1484","Trei Cruz",DET,"SS67","1457","1457","NaN","0.0","-392"
"1485","Ben Cowles",CHC,"SS68","1458","1458","NaN","0.0","-"
"1486","Dustin Harris",CWS,"OF192","1459","1459","NaN","0.0","-"
"1487","Ryan Kreidler",MIN,"CF5","1460","1460","NaN","0.0","-"
"1488","Akil Baddoo",MIL,"OF193","1461","1461","NaN","0.0","-512"
"1489","Eloy Jimenez",TOR,"OF194","1462","1462","NaN","0.0","-549"
"1490","Tsung-Che Cheng",BOS,"SS69","1463","1463","NaN","0.0","-"
"1491","Marco Luciano",NYY,"SS70","1464","1464","NaN","0.0","-605"
"1492","Ryan Fitzgerald",LAD,"SS71","1465","1465","NaN","0.0","-"
"1493","Scott Kingery",CHC,"2B98","1466","1466","NaN","0.0","-"
"1494","Miles Mastrobuoni",SEA,"2B99","1467","1467","NaN","0.0","-"
"1495","Sterlin Thompson",COL,"1B70","1468","1468","NaN","0.0","-607"
"1496","Abraham Toro",KC,"3B58","1469","1469","NaN","0.0","-297"
"1497","Jose Siri",LAA,"OF195","1470","1470","NaN","0.0","-514"
"1498","Wade Meckler",LAA,"OF196","1471","1471","NaN","0.0","-496"
