"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS ADP"
"381","Robert Garcia",TEX,"RP37","292","292","292.0","0.0","-50"
"382","Bo Naylor",CLE,"C28","296","296","296.0","0.0","-73"
"383","Matt Wallner",MIN,"OF75","298","342","320.0","22.0","-66"
"384","Payton Tolle",BOS,"SP,RP11","302","407","354.5","52.5","-14"
"385","Jeremiah Estrada",SD,"RP38","306","306","306.0","0.0","-51"
"386","Victor Scott",STL,"OF76","309","309","309.0","0.0","-57"
"387","Harrison Bader",FA,"OF77","311","311","311.0","0.0","-67"
"388","Calvin Faucher",MIA,"RP39","313","313","313.0","0.0","-25"
"389","Clayton Beeter",WSH,"RP40","318","379","348.5","30.5","+71"
"390","Victor Robles",SEA,"OF78","320","320","320.0","0.0","-69"
"391","Robert Stephenson",LAA,"RP41","325","325","325.0","0.0","+7"
"392","Victor Vodnik",COL,"RP42","335","335","335.0","0.0","-31"
"393","Jesus Sanchez",HOU,"OF79","336","336","336.0","0.0","-58"
"394","Zach McKinstry",DET,"3B23","341","341","341.0","0.0","-56"
"395","Connor Norby",MIA,"3B24","342","342","342.0","0.0","-53"
"396","Freddy Fermin",SD,"C29","344","344","344.0","0.0","-32"
"397","Michael McGreevy",STL,"SP116","346","382","364.0","18.0","+62"
"398","Harry Ford",WSH,"C30","346","346","346.0","0.0","-2"
"399","Triston Casas",BOS,"1B30","349","349","349.0","0.0","-40"
"400","Garrett Whitlock",BOS,"RP43","350","350","350.0","0.0","-15"

